route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
1,TRAIN-E25-TRKPI-Semaine-03,4083550-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,121,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083552-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,23,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083552-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,23,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083553-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil/Hudson,1,10422,111,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083553-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil/Hudson,1,10422,111,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083554-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,25,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083554-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,25,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083555-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil/Hudson,1,10422,27,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083555-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil/Hudson,1,10422,27,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083556-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,29,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083556-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,29,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083557-TRAIN-E25-TRKPI-Semaine-02,Vaudreuil,1,10423,31,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083557-TRAIN-E25-TRKPI-Semaine-03,Vaudreuil,1,10423,31,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083558-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,10,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083558-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,10,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083559-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10217,12,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083559-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10217,12,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083560-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,114,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083560-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,114,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083561-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,14,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083561-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,14,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083563-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10217,18,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083563-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10217,18,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083564-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,20,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083564-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,20,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083565-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,22,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083565-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,22,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083566-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,24,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083566-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,24,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083567-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10221,26,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083567-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10221,26,0,1
1,TRAIN-E25-TRKPI-Semaine-02,4083568-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,10215,30,0,1
1,TRAIN-E25-TRKPI-Semaine-03,4083568-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,10215,30,0,1
4,TRAIN-E25-TRKPI-Dimanche-01,4083569-TRAIN-E25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,201,0,1
